	0
0	0.004152461
1	0.007603376
2	0.00786674
3	0.011415016
4	0.008814288
5	0.008091994
6	0.0073792515
7	0.008838492
8	0.007383696
9	0.008010775
10	0.0063435365
11	0.0065788766
12	0.0058518862
13	0.0054859007
14	0.005583623
15	0.0052969554
16	0.0051182667
17	0.005537851
18	0.0052722306
19	0.0053085145
20	0.005107925
21	0.0052069826
22	0.0054643434
23	0.0053328765
24	0.0051947213
25	0.005421119
26	0.0060408153
27	0.0057735937
28	0.0062823324
29	0.00615554
30	0.006311082
31	0.0066821557
32	0.0071326653
33	0.006778925
34	0.006426318
35	0.0069273897
36	0.0062473956
37	0.006025442
38	0.006417199
39	0.0068359147
40	0.006582057
41	0.006425121
42	0.0062794015
43	0.005702138
44	0.0059796297
45	0.006433147
46	0.00625988
47	0.0063528186
48	0.006366049
49	0.006374124
50	0.0064783813
51	0.006267449
52	0.0059282053
53	0.00586373
54	0.006307102
55	0.005735616
56	0.0053618555
57	0.005273434
58	0.00571647
59	0.00590425
60	0.0069416305
61	0.0063926997
62	0.0063250707
63	0.0061380556
64	0.0059835818
65	0.0063721873
66	0.0060033957
67	0.006059819
68	0.0062868884
69	0.0061970386
70	0.006329112
71	0.0065039815
72	0.006102589
73	0.0069004307
74	0.006202883
75	0.006085746
76	0.006146921
77	0.0062587108
78	0.0064718015
79	0.0061804596
80	0.006363261
81	0.006295124
82	0.006305405
83	0.0066843033
84	0.0065302188
85	0.006265129
86	0.0061365888
87	0.0058276155
88	0.0059516523
89	0.0057110535
90	0.0059508784
91	0.00609452
92	0.0059873825
93	0.0058140773
94	0.0060252757
95	0.0059015783
96	0.006252535
97	0.006500019
98	0.0065483684
99	0.0064375894
100	0.0065964935
101	0.0072950013
102	0.0072464785
103	0.011435477
104	0.007204809
105	0.007246715
106	0.006869063
107	0.0069992533
108	0.0055934214
109	0.005132652
110	0.005364906
111	0.005071981
112	0.004948685
113	0.005260909
114	0.0048944755
115	0.0049064
116	0.0049031833
117	0.0050193695
118	0.005095507
119	0.005137463
120	0.005929545
121	0.005598399
122	0.0057993513
123	0.0067168865
124	0.0058428254
125	0.0061186226
126	0.00560086
127	0.005420503
128	0.005093123
129	0.0050574164
130	0.005551514
131	0.0049979766
132	0.005109136
133	0.005217272
134	0.00501112
135	0.0050956183
136	0.005073528
137	0.005290946
138	0.0051921196
139	0.005120892
140	0.0054641766
141	0.0054701613
142	0.0056876084
143	0.0070712036
144	0.0053860247
145	0.005039837
146	0.005693165
147	0.0053928588
148	0.0063741105
149	0.0073581384
150	0.006430555
151	0.006607524
152	0.010747402
153	0.0059821364
154	0.0058382414
155	0.005652021
156	0.005399963
157	0.0055502425
158	0.0051043206
159	0.0052803494
160	0.005192848
161	0.0049321405
162	0.00518326
163	0.0050629005
164	0.004928357
165	0.005260938
166	0.005366361
167	0.005537077
168	0.0056727105
169	0.005288213
170	0.0051388917
171	0.0050005284
172	0.005017272
173	0.0048655253
174	0.0050018067
175	0.0053019226
176	0.0051632216
177	0.005316023
178	0.0051467773
179	0.005080227
180	0.0050912416
181	0.004727071
182	0.004622691
183	0.0047878856
184	0.0046775993
185	0.0051491885
186	0.0050202273
187	0.0050684977
188	0.005347021
189	0.0053473124
190	0.0064561414
191	0.0060091345
192	0.007703739
193	0.011078302
194	0.0071968446
195	0.010059895
196	0.009186333
197	0.0065765856
198	0.006531027
199	0.0056584794
200	0.0052892044
201	0.0054234494
202	0.0057589533
203	0.006529649
204	0.007069554
205	0.0076168654
206	0.008515528
207	0.007827094
208	0.008445442
209	0.008676767
210	0.009702593
211	0.007930282
212	0.0076490818
213	0.007599551
214	0.008187061
215	0.007551959
216	0.0069173565
217	0.0074988906
218	0.0076006623
219	0.009896537
220	0.008759303
221	0.008892746
222	0.013352127
223	0.008451795
224	0.0073538097
225	0.0073102275
226	0.006687651
227	0.0067844633
228	0.0073504695
229	0.007314074
230	0.007073625
231	0.012459798
232	0.0072353
233	0.008151456
234	0.008006981
235	0.008161964
236	0.010223649
237	0.00816847
238	0.008084127
239	0.008071031
240	0.008222097
241	0.007706392
242	0.0078266505
243	0.0076627713
244	0.007349939
245	0.007485003
246	0.0072830166
247	0.00711295
248	0.007144547
249	0.007386393
250	0.007337877
251	0.0074476064
252	0.0082372185
253	0.007941303
254	0.008063164
255	0.007777474
256	0.0071293134
257	0.0069804424
258	0.006673893
259	0.006566108
260	0.006593534
261	0.0072024157
262	0.0075513804
263	0.0092095025
264	0.008730504
265	0.008652609
266	0.014041111
267	0.009480925
268	0.008035788
269	0.0077593164
270	0.0068107024
271	0.006844025
272	0.0061838487
273	0.005775817
274	0.006395149
275	0.0058937212
276	0.006448023
277	0.007066411
278	0.006932744
279	0.0071979593
280	0.012902549
281	0.0069614802
282	0.0068398407
283	0.006204166
284	0.005457238
285	0.0056752693
286	0.0056403987
287	0.005967048
288	0.006089282
289	0.0057200687
290	0.005798832
291	0.005656573
292	0.0057817595
293	0.005765087
294	0.0051975567
295	0.0051552593
296	0.005113003
297	0.0052426467
298	0.0056720255
299	0.00528151
300	0.005329506
301	0.0051660025
302	0.00534355
303	0.0054937596
304	0.0054212976
305	0.0054743607
306	0.005805358
307	0.0054678544
308	0.005322366
309	0.005772568
310	0.0058141206
311	0.0067979936
312	0.006320821
313	0.007426979
314	0.0063338866
315	0.00708996
316	0.0063638496
317	0.006476105
318	0.0058576902
319	0.006146133
320	0.006206884
321	0.006645132
322	0.0065913973
323	0.007106317
324	0.006488925
325	0.006644046
326	0.0058491174
327	0.006170303
328	0.0056380797
329	0.0051165125
330	0.0051811156
331	0.0047371853
332	0.0049622017
333	0.004856998
334	0.004925825
335	0.0051366207
336	0.0052146697
337	0.0053498596
338	0.00507141
339	0.005526898
340	0.0049561723
341	0.005334166
342	0.0055512614
343	0.005082025
344	0.0052110697
345	0.005155163
346	0.005550394
347	0.005983319
348	0.005903751
349	0.0063565923
350	0.0064624
351	0.009630827
352	0.0070086643
353	0.0057779476
354	0.005137207
355	0.0051159114
356	0.004963992
357	0.0052682776
358	0.005308624
359	0.0055422634
360	0.0059059802
361	0.00647463
362	0.0057478063
363	0.005754864
364	0.0056032157
365	0.006419777
366	0.0058198464
367	0.006103038
368	0.0063668825
369	0.005740172
370	0.0057801586
371	0.005335287
372	0.0052509736
373	0.0051268097
374	0.004976924
375	0.0052038115
376	0.0052252216
377	0.005702561
378	0.006579968
379	0.006228744
380	0.007443704
381	0.0071013095
382	0.006836403
383	0.006079054
384	0.007254588
385	0.0061123166
386	0.0066554453
387	0.008727185
388	0.006021306
389	0.006162786
390	0.006129916
391	0.0056594983
392	0.0061066435
393	0.0072949473
394	0.0058267578
395	0.0071465224
396	0.00651789
397	0.0069316044
398	0.0074783657
399	0.007112737
400	0.0064117545
401	0.005886131
402	0.0054906774
403	0.0053644017
404	0.0053515015
405	0.0050547374
406	0.0048399186
407	0.00501702
408	0.0053341007
409	0.0050874967
410	0.005537848
411	0.0056881765
412	0.005446751
413	0.005549742
414	0.0057584094
415	0.0055973353
416	0.006028911
417	0.0075437687
418	0.006757468
419	0.007412605
420	0.0065890024
421	0.008178474
422	0.007041567
423	0.0070188334
424	0.007085962
425	0.006807321
426	0.01039697
427	0.0060524927
428	0.0057437574
429	0.006541853
430	0.0058262004
431	0.005914917
432	0.0094743995
433	0.00578548
434	0.0065261615
435	0.005807315
436	0.005606495
437	0.005981115
438	0.0056724534
439	0.005451991
440	0.006231116
441	0.006089967
442	0.0063816532
443	0.0077696024
444	0.007355605
445	0.014366271
446	0.008480469
447	0.007434686
448	0.0071062064
449	0.0062433477
450	0.005619934
451	0.005564653
452	0.0052893218
453	0.0058129095
454	0.006624735
455	0.00552997
456	0.0074994247
457	0.005892193
458	0.005392781
459	0.0057097715
460	0.0056258114
461	0.0054269005
462	0.0049207034
463	0.0049168887
464	0.0048722904
465	0.0051837135
466	0.005275601
467	0.0052966615
468	0.0059957015
469	0.0052820556
470	0.0054322407
471	0.00517428
472	0.004785459
473	0.0048316293
474	0.004777345
475	0.004945788
476	0.004591072
477	0.0049544657
478	0.004717296
479	0.0048254654
480	0.004906782
481	0.004682786
482	0.00463289
483	0.005139261
484	0.005106817
485	0.0055973213
486	0.005627809
487	0.0064696074
488	0.0060377824
489	0.0056738034
