	0
0	0.0032879101
1	0.0045971372
2	0.006332206700000001
3	0.008305539
4	0.0086000825
5	0.0128319195
6	0.00775142
7	0.007452785
8	0.007027569
9	0.0066717064
10	0.00681781125
11	0.0069532959999999994
12	0.00679724895
13	0.0065214281499999995
14	0.00645417715
15	0.006463371800000001
16	0.00602377835
17	0.00620133
18	0.006063088500000001
19	0.00620890015
20	0.0064492214
21	0.006681141450000001
22	0.00899628
23	0.006486679
24	0.00646950185
25	0.0072680444
26	0.00707644455
27	0.0071447026
28	0.0073153643
29	0.0069734897
30	0.006929851000000001
31	0.0070020945
32	0.006881407650000001
33	0.0070697625
34	0.006958011
35	0.006731941500000001
36	0.0071459602999999995
37	0.0076641812
38	0.0073408894999999995
39	0.0075769389999999995
40	0.0069565354999999995
41	0.00703563405
42	0.00636087075
43	0.00592856435
44	0.006086864650000001
45	0.005993575250000001
46	0.005959484500000001
47	0.00592702685
48	0.00622082675
49	0.006542116399999999
50	0.0062363087
51	0.006335255
52	0.00631456
53	0.006872826950000001
54	0.0065345920000000005
55	0.006688348849999999
56	0.006967510200000001
57	0.00684271245
58	0.0073518455
59	0.00668170825
60	0.00585295
61	0.0062254171
62	0.0058783949
63	0.005588529
64	0.00568085875
65	0.00555387525
66	0.005667496650000001
67	0.0055426026
68	0.00569909635
69	0.0054951932500000005
70	0.0054257505
71	0.00556321
72	0.00616948525
73	0.00639770645
74	0.00623217295
75	0.0069644400000000006
76	0.0064384225
77	0.006199365
78	0.0085102415
79	0.0065427642000000005
80	0.0066717168
81	0.00751226585
82	0.0070305523
83	0.007516989849999999
84	0.00767625035
85	0.007522065499999999
86	0.0077627129
87	0.00704491315
88	0.0072906655
89	0.006881531599999999
90	0.0061903834999999996
91	0.00602318815
92	0.005617214150000001
93	0.0056191335
94	0.0054016415
95	0.005624029500000001
96	0.006096676
97	0.00578536
98	0.005862007000000001
99	0.0057929395
100	0.0057122045
101	0.005726819649999999
102	0.005578312
103	0.00652734585
104	0.00550453475
105	0.005227361999999999
106	0.00553866135
107	0.0055446305
108	0.0054518572
109	0.00551478925
110	0.005749907
111	0.00543206625
112	0.0056959015
113	0.005833897
114	0.0059989327
115	0.0059089675
116	0.00585578195
117	0.0058425886
118	0.00592064115
119	0.0060166465
120	0.00614699225
121	0.005850130950000001
122	0.0062159265
123	0.0063275468
124	0.00593837065
125	0.00624354215
126	0.00641717265
127	0.0062535135
128	0.006027860350000001
129	0.00617440885
130	0.006547354
131	0.0057797457
132	0.0057308683499999995
133	0.00582603435
134	0.0057989913
135	0.00588386885
136	0.0060491441
137	0.00620081175
138	0.00626622235
139	0.0057403897
140	0.0064633314
141	0.005786972350000001
142	0.00568956765
143	0.0070599292
144	0.005404609
145	0.0054280695
146	0.005646283
147	0.00542041315
148	0.00529173315
149	0.00533626205
150	0.005000497
151	0.00502392465
152	0.004893183000000001
153	0.005200525
154	0.00545596615
155	0.0050883414500000005
156	0.005421380349999999
157	0.00544281735
158	0.0053408848
159	0.005866310600000001
160	0.00565801465
161	0.0055549934
162	0.00542657545
163	0.00561305835
164	0.0061643025
165	0.00561347525
166	0.0054786835
167	0.00537832075
168	0.00493385245
169	0.005366460849999999
170	0.0049517168
171	0.004913635999999999
172	0.0053220965
173	0.0054142567999999995
174	0.0054462907
175	0.005337126500000001
176	0.005471847300000001
177	0.005503773450000001
