	0
0	0.0019855853
1	0.0034211804
2	0.005102954
3	0.006025321
4	0.0059993314
5	0.0063591925
6	0.0074435277
7	0.0065526427
8	0.0062399805
9	0.006205821
10	0.0064855427
11	0.0059431475
12	0.0065808184
13	0.0065160887
14	0.005956007
15	0.0062780725
16	0.006190753
17	0.0062882807
18	0.0062477775
19	0.006480074
20	0.0060594277
21	0.0063814092
22	0.007012884
23	0.0062007196
24	0.005882551
25	0.005690124
26	0.0062554805
27	0.005822953
28	0.00533092
29	0.005544993
30	0.005918815
31	0.0058780294
32	0.005960089
33	0.006301537
34	0.0063085486
35	0.0067115556
36	0.0066627664
37	0.0069446024
38	0.0070146183
39	0.006986553
40	0.007373985
41	0.007003284
42	0.0064050974
43	0.0069671366
44	0.0062192837
45	0.0059585236
46	0.0063594934
47	0.006250454
48	0.005921069
49	0.006314351
50	0.0064644003
51	0.006531384
52	0.0059165535
53	0.0057032336
54	0.006027722
55	0.005499862
56	0.005711266
57	0.0057438808
58	0.0057433285
59	0.0056519294
60	0.0053396085
61	0.005623077
62	0.0053567765
63	0.005794417
64	0.0058406233
65	0.006095459
66	0.006174213
67	0.005820346
68	0.00598704
69	0.0062786397
70	0.006264279
71	0.0068245204
72	0.007377443
73	0.00773078
74	0.007825247
75	0.008423818
76	0.007220649
77	0.006996219
78	0.00997555
79	0.0070495037
80	0.007746568
81	0.0071670916
82	0.0070196562
83	0.0071532633
84	0.006846401
85	0.0077543734
86	0.007846348
87	0.007506795
88	0.007869933
89	0.0075583765
90	0.00675939
91	0.008095475
92	0.00688585
93	0.0067126565
94	0.0057904962
95	0.005938036
96	0.005908373
97	0.006524277
98	0.0062493063
99	0.0062490567
100	0.006577104
101	0.005650009
102	0.005725008
103	0.0059386026
104	0.0053252345
105	0.0054994877
106	0.0059962776
107	0.005561373
108	0.0055111293
109	0.0055720876
110	0.0053838314
111	0.005887065
112	0.006042522
113	0.006054008
114	0.0063416343
115	0.0075078327
116	0.006498983
117	0.0069351024
118	0.0073104687
119	0.008002773
120	0.009193243
121	0.0076846746
122	0.007687821
123	0.0070394236
124	0.006843695
125	0.008070201
126	0.0060530407
127	0.00630279
128	0.006251948
129	0.005931703
130	0.0066095423
131	0.006208499
132	0.006567435
133	0.0064806696
134	0.0066022277
135	0.0067414325
136	0.006818643
137	0.006638445
138	0.006247203
139	0.0070504583
140	0.006638888
141	0.006518254
142	0.006650993
143	0.008401096
144	0.0066528986
145	0.0076133767
146	0.0063058166
147	0.006766754
148	0.0067141484
149	0.0062988517
150	0.0063446164
151	0.0058085257
152	0.0055546286
153	0.0055407286
154	0.0058095977
155	0.0056673167
156	0.0057593947
157	0.0059012035
158	0.0061214827
159	0.0062164348
160	0.0066336365
161	0.007361766
162	0.0067677703
163	0.00712458
164	0.009215755
165	0.006726027
166	0.006492178
167	0.005910353
168	0.005758502
169	0.0055717984
170	0.0055573215
171	0.005900386
172	0.006180132
173	0.007252364
174	0.007600031
175	0.006832768
176	0.006991581
177	0.006804602
178	0.006687374
179	0.0063690776
180	0.007840153
181	0.00607395
182	0.0060325554
183	0.0060997372
184	0.006061003
185	0.0059060343
186	0.006047628
187	0.0055951374
188	0.0055984706
189	0.0060064048
190	0.005904774
191	0.006720295
192	0.0071610957
193	0.0067704413
194	0.009130228
195	0.006709555
196	0.008825015
197	0.006937593
198	0.006549508
199	0.00639462
200	0.005503788
201	0.005581684
202	0.0054129222
203	0.0056617893
204	0.0064449073
205	0.005674863
206	0.0062250327
207	0.0058410326
208	0.0061004437
209	0.005873145
210	0.0060271523
211	0.0064431755
212	0.0065968935
213	0.0069744997
214	0.007217522
215	0.0069555934
216	0.0077292332
217	0.0076673543
218	0.0087255
219	0.01042387
220	0.0070275185
221	0.0062794145
222	0.0056019695
223	0.005350054
224	0.005528772
225	0.0056901146
226	0.0057048523
227	0.0061193625
228	0.0055831373
229	0.0057607107
230	0.0055911066
231	0.0059834337
232	0.00574312
233	0.005597882
234	0.005567289
235	0.0055225333
236	0.0056690904
237	0.0060275383
238	0.0057309098
239	0.006154204
240	0.0071257297
241	0.007036541
242	0.006745237
243	0.0065981727
244	0.0072061177
245	0.0066653164
246	0.006588958
247	0.0061983457
248	0.006620574
249	0.006215093
250	0.006537059
251	0.0066533186
252	0.007415342
253	0.0070952284
254	0.0065779276
255	0.006229559
256	0.0062729632
257	0.0064934017
258	0.0065621133
259	0.0071262047
260	0.006222899
261	0.0063829124
262	0.007025007
263	0.0060388376
264	0.0061405
265	0.0060254964
266	0.0064486177
267	0.005456485
268	0.0054413844
269	0.0058110273
270	0.005645265
271	0.005744337
272	0.0057566855
273	0.005892393
274	0.0064252065
275	0.0064347256
276	0.0063711363
277	0.0073918477
278	0.0070668077
279	0.007107159
280	0.012843315
281	0.006939025
282	0.0070505785
283	0.0065207323
284	0.0063599106
285	0.0063006915
286	0.0058008134
287	0.0058618877
288	0.0058569927
289	0.0056955563
290	0.005693191
291	0.0055789305
292	0.0054485956
293	0.0057182238
294	0.0054744165
295	0.0054712873
296	0.005615999
297	0.0056458917
298	0.0059256544
299	0.005909194
300	0.005611345
301	0.005540679
302	0.0056781424
303	0.0061444975
304	0.0059190206
305	0.0058996473
306	0.006115536
307	0.006188014
308	0.0062990095
309	0.006725624
310	0.0077168103
311	0.007786844
312	0.0070874305
313	0.007776324
314	0.0067289756
315	0.006410919
316	0.006507205
317	0.0071545
318	0.0063961083
319	0.005979687
320	0.0059102755
321	0.005541095
322	0.0056452025
323	0.0057663154
324	0.006904491
325	0.0062477463
326	0.006227406
327	0.0066320384
328	0.006780538
329	0.007665786
330	0.006277406
331	0.0059409123
332	0.00565884
333	0.0056796866
334	0.006102792
335	0.006183774
336	0.006364265
337	0.0061198473
338	0.0060601644
339	0.006269877
